
4412407808 bytes (4.4 GB, 4.1 GiB) copied, 1 s, 4.4 GB/s
289323089920 bytes (289 GB, 269 GiB) copied, 66 s, 4.4 GB/s
293701943296 bytes (294 GB, 274 GiB) copied, 67 s, 4.4 GB/s
298080796672 bytes (298 GB, 278 GiB) copied, 68 s, 4.4 GB/s
302476427264 bytes (302 GB, 282 GiB) copied, 69 s, 4.4 GB/s
306872057856 bytes (307 GB, 286 GiB) copied, 70 s, 4.4 GB/s
311234134016 bytes (311 GB, 290 GiB) copied, 71 s, 4.4 GB/s
315629764608 bytes (316 GB, 294 GiB) copied, 72 s, 4.4 GB/s
320025395200 bytes (320 GB, 298 GiB) copied, 73 s, 4.4 GB/s
324387471360 bytes (324 GB, 302 GiB) copied, 74 s, 4.4 GB/s
328783101952 bytes (329 GB, 306 GiB) copied, 75 s, 4.4 GB/s
333178732544 bytes (333 GB, 310 GiB) copied, 76 s, 4.4 GB/s
337557585920 bytes (338 GB, 314 GiB) copied, 77 s, 4.4 GB/s
341936439296 bytes (342 GB, 318 GiB) copied, 78 s, 4.4 GB/s
346332069888 bytes (346 GB, 323 GiB) copied, 79 s, 4.4 GB/s
350727700480 bytes (351 GB, 327 GiB) copied, 80 s, 4.4 GB/s
355089776640 bytes (355 GB, 331 GiB) copied, 81 s, 4.4 GB/s
359485407232 bytes (359 GB, 335 GiB) copied, 82 s, 4.4 GB/s
363881037824 bytes (364 GB, 339 GiB) copied, 83 s, 4.4 GB/s
368259891200 bytes (368 GB, 343 GiB) copied, 84 s, 4.4 GB/s
372638744576 bytes (373 GB, 347 GiB) copied, 85 s, 4.4 GB/s
377034375168 bytes (377 GB, 351 GiB) copied, 86 s, 4.4 GB/s
381430005760 bytes (381 GB, 355 GiB) copied, 87 s, 4.4 GB/s
385792081920 bytes (386 GB, 359 GiB) copied, 88 s, 4.4 GB/s
390187712512 bytes (390 GB, 363 GiB) copied, 89 s, 4.4 GB/s
394583343104 bytes (395 GB, 367 GiB) copied, 90 s, 4.4 GB/s
398962196480 bytes (399 GB, 372 GiB) copied, 91 s, 4.4 GB/s
403341049856 bytes (403 GB, 376 GiB) copied, 92 s, 4.4 GB/s
407736680448 bytes (408 GB, 380 GiB) copied, 93 s, 4.4 GB/s
412115533824 bytes (412 GB, 384 GiB) copied, 94 s, 4.4 GB/s
416494387200 bytes (416 GB, 388 GiB) copied, 95 s, 4.4 GB/s
420890017792 bytes (421 GB, 392 GiB) copied, 96 s, 4.4 GB/s
425285648384 bytes (425 GB, 396 GiB) copied, 97 s, 4.4 GB/s
429647724544 bytes (430 GB, 400 GiB) copied, 98 s, 4.4 GB/s
434043355136 bytes (434 GB, 404 GiB) copied, 99 s, 4.4 GB/s
438438985728 bytes (438 GB, 408 GiB) copied, 100 s, 4.4 GB/s
442817839104 bytes (443 GB, 412 GiB) copied, 101 s, 4.4 GB/s
447196692480 bytes (447 GB, 416 GiB) copied, 102 s, 4.4 GB/s
451609100288 bytes (452 GB, 421 GiB) copied, 103 s, 4.4 GB/s
455971176448 bytes (456 GB, 425 GiB) copied, 104 s, 4.4 GB/s
460350029824 bytes (460 GB, 429 GiB) copied, 105 s, 4.4 GB/s
464762437632 bytes (465 GB, 433 GiB) copied, 106 s, 4.4 GB/s
469141291008 bytes (469 GB, 437 GiB) copied, 107 s, 4.4 GB/s
473503367168 bytes (474 GB, 441 GiB) copied, 108 s, 4.4 GB/s
477915774976 bytes (478 GB, 445 GiB) copied, 109 s, 4.4 GB/s
482294628352 bytes (482 GB, 449 GiB) copied, 110 s, 4.4 GB/s
486656704512 bytes (487 GB, 453 GiB) copied, 111 s, 4.4 GB/s
491069112320 bytes (491 GB, 457 GiB) copied, 112 s, 4.4 GB/s
495464742912 bytes (495 GB, 461 GiB) copied, 113 s, 4.4 GB/s
499659046912 bytes (500 GB, 465 GiB) copied, 114 s, 4.4 GB/s
503954014208 bytes (504 GB, 469 GiB) copied, 115 s, 4.4 GB/s
508349644800 bytes (508 GB, 473 GiB) copied, 116 s, 4.4 GB/s
512728498176 bytes (513 GB, 478 GiB) copied, 117 s, 4.4 GB/s
517107351552 bytes (517 GB, 482 GiB) copied, 118 s, 4.4 GB/s
521502982144 bytes (522 GB, 486 GiB) copied, 119 s, 4.4 GB/s
525898612736 bytes (526 GB, 490 GiB) copied, 120 s, 4.4 GB/s
530260688896 bytes (530 GB, 494 GiB) copied, 121 s, 4.4 GB/s
534656319488 bytes (535 GB, 498 GiB) copied, 122 s, 4.4 GB/s
539051950080 bytes (539 GB, 502 GiB) copied, 123 s, 4.4 GB/s
543414026240 bytes (543 GB, 506 GiB) copied, 124 s, 4.4 GB/s
547809656832 bytes (548 GB, 510 GiB) copied, 125 s, 4.4 GB/s
552205287424 bytes (552 GB, 514 GiB) copied, 126 s, 4.4 GB/s
556567363584 bytes (557 GB, 518 GiB) copied, 127 s, 4.4 GB/s
560962994176 bytes (561 GB, 522 GiB) copied, 128 s, 4.4 GB/s
565358624768 bytes (565 GB, 527 GiB) copied, 129 s, 4.4 GB/s
569737478144 bytes (570 GB, 531 GiB) copied, 130 s, 4.4 GB/s
574116331520 bytes (574 GB, 535 GiB) copied, 131 s, 4.4 GB/s
578528739328 bytes (579 GB, 539 GiB) copied, 132 s, 4.4 GB/s
582890815488 bytes (583 GB, 543 GiB) copied, 133 s, 4.4 GB/s
587269668864 bytes (587 GB, 547 GiB) copied, 134 s, 4.4 GB/s
591665299456 bytes (592 GB, 551 GiB) copied, 135 s, 4.4 GB/s
596060930048 bytes (596 GB, 555 GiB) copied, 136 s, 4.4 GB/s
600423006208 bytes (600 GB, 559 GiB) copied, 137 s, 4.4 GB/s
604835414016 bytes (605 GB, 563 GiB) copied, 138 s, 4.4 GB/s
609231044608 bytes (609 GB, 567 GiB) copied, 139 s, 4.4 GB/s
613576343552 bytes (614 GB, 571 GiB) copied, 140 s, 4.4 GB/s
617988751360 bytes (618 GB, 576 GiB) copied, 141 s, 4.4 GB/s
622384381952 bytes (622 GB, 580 GiB) copied, 142 s, 4.4 GB/s
626729680896 bytes (627 GB, 584 GiB) copied, 143 s, 4.4 GB/s
631125311488 bytes (631 GB, 588 GiB) copied, 144 s, 4.4 GB/s
635520942080 bytes (636 GB, 592 GiB) copied, 145 s, 4.4 GB/s
639899795456 bytes (640 GB, 596 GiB) copied, 146 s, 4.4 GB/s
644295426048 bytes (644 GB, 600 GiB) copied, 147 s, 4.4 GB/s
648674279424 bytes (649 GB, 604 GiB) copied, 148 s, 4.4 GB/s
653069910016 bytes (653 GB, 608 GiB) copied, 149 s, 4.4 GB/s
657448763392 bytes (657 GB, 612 GiB) copied, 150 s, 4.4 GB/s
661844393984 bytes (662 GB, 616 GiB) copied, 151 s, 4.4 GB/s
666240024576 bytes (666 GB, 620 GiB) copied, 152 s, 4.4 GB/s
670585323520 bytes (671 GB, 625 GiB) copied, 153 s, 4.4 GB/s
674997731328 bytes (675 GB, 629 GiB) copied, 154 s, 4.4 GB/s
679393361920 bytes (679 GB, 633 GiB) copied, 155 s, 4.4 GB/s
683772215296 bytes (684 GB, 637 GiB) copied, 156 s, 4.4 GB/s
688151068672 bytes (688 GB, 641 GiB) copied, 157 s, 4.4 GB/s
692546699264 bytes (693 GB, 645 GiB) copied, 158 s, 4.4 GB/s
696925552640 bytes (697 GB, 649 GiB) copied, 159 s, 4.4 GB/s
701304406016 bytes (701 GB, 653 GiB) copied, 160 s, 4.4 GB/s
705700036608 bytes (706 GB, 657 GiB) copied, 161 s, 4.4 GB/s
710078889984 bytes (710 GB, 661 GiB) copied, 162 s, 4.4 GB/s
714457743360 bytes (714 GB, 665 GiB) copied, 163 s, 4.4 GB/s
718853373952 bytes (719 GB, 669 GiB) copied, 164 s, 4.4 GB/s
723249004544 bytes (723 GB, 674 GiB) copied, 165 s, 4.4 GB/s
727611080704 bytes (728 GB, 678 GiB) copied, 166 s, 4.4 GB/s
732006711296 bytes (732 GB, 682 GiB) copied, 167 s, 4.4 GB/s
736402341888 bytes (736 GB, 686 GiB) copied, 168 s, 4.4 GB/s
740781195264 bytes (741 GB, 690 GiB) copied, 169 s, 4.4 GB/s
745160048640 bytes (745 GB, 694 GiB) copied, 170 s, 4.4 GB/s
749555679232 bytes (750 GB, 698 GiB) copied, 171 s, 4.4 GB/s
753934532608 bytes (754 GB, 702 GiB) copied, 172 s, 4.4 GB/s
758313385984 bytes (758 GB, 706 GiB) copied, 173 s, 4.4 GB/s
762524467200 bytes (763 GB, 710 GiB) copied, 174 s, 4.4 GB/s
766802657280 bytes (767 GB, 714 GiB) copied, 175 s, 4.4 GB/s
771198287872 bytes (771 GB, 718 GiB) copied, 176 s, 4.4 GB/s
775577141248 bytes (776 GB, 722 GiB) copied, 177 s, 4.4 GB/s
779955994624 bytes (780 GB, 726 GiB) copied, 178 s, 4.4 GB/s
784351625216 bytes (784 GB, 730 GiB) copied, 179 s, 4.4 GB/s
788747255808 bytes (789 GB, 735 GiB) copied, 180 s, 4.4 GB/s
793109331968 bytes (793 GB, 739 GiB) copied, 181 s, 4.4 GB/s
797504962560 bytes (798 GB, 743 GiB) copied, 182 s, 4.4 GB/s
801900593152 bytes (802 GB, 747 GiB) copied, 183 s, 4.4 GB/s
806262669312 bytes (806 GB, 751 GiB) copied, 184 s, 4.4 GB/s
810658299904 bytes (811 GB, 755 GiB) copied, 185 s, 4.4 GB/s
815053930496 bytes (815 GB, 759 GiB) copied, 186 s, 4.4 GB/s
819416006656 bytes (819 GB, 763 GiB) copied, 187 s, 4.4 GB/s
823811637248 bytes (824 GB, 767 GiB) copied, 188 s, 4.4 GB/s
828224045056 bytes (828 GB, 771 GiB) copied, 189 s, 4.4 GB/s
832586121216 bytes (833 GB, 775 GiB) copied, 190 s, 4.4 GB/s
836981751808 bytes (837 GB, 780 GiB) copied, 191 s, 4.4 GB/s
841377382400 bytes (841 GB, 784 GiB) copied, 192 s, 4.4 GB/s
845739458560 bytes (846 GB, 788 GiB) copied, 193 s, 4.4 GB/s
850118311936 bytes (850 GB, 792 GiB) copied, 194 s, 4.4 GB/s
854530719744 bytes (855 GB, 796 GiB) copied, 195 s, 4.4 GB/s
858909573120 bytes (859 GB, 800 GiB) copied, 196 s, 4.4 GB/s
863271649280 bytes (863 GB, 804 GiB) copied, 197 s, 4.4 GB/s
867684057088 bytes (868 GB, 808 GiB) copied, 198 s, 4.4 GB/s
872062910464 bytes (872 GB, 812 GiB) copied, 199 s, 4.4 GB/s
876441763840 bytes (876 GB, 816 GiB) copied, 200 s, 4.4 GB/s
880837394432 bytes (881 GB, 820 GiB) copied, 201 s, 4.4 GB/s
885216247808 bytes (885 GB, 824 GiB) copied, 202 s, 4.4 GB/s
889578323968 bytes (890 GB, 828 GiB) copied, 203 s, 4.4 GB/s
893990731776 bytes (894 GB, 833 GiB) copied, 204 s, 4.4 GB/s
898386362368 bytes (898 GB, 837 GiB) copied, 205 s, 4.4 GB/s
902748438528 bytes (903 GB, 841 GiB) copied, 206 s, 4.4 GB/s
907144069120 bytes (907 GB, 845 GiB) copied, 207 s, 4.4 GB/s
911539699712 bytes (912 GB, 849 GiB) copied, 208 s, 4.4 GB/s
915918553088 bytes (916 GB, 853 GiB) copied, 209 s, 4.4 GB/s
920297406464 bytes (920 GB, 857 GiB) copied, 210 s, 4.4 GB/s
924693037056 bytes (925 GB, 861 GiB) copied, 211 s, 4.4 GB/s
929071890432 bytes (929 GB, 865 GiB) copied, 212 s, 4.4 GB/s
933450743808 bytes (933 GB, 869 GiB) copied, 213 s, 4.4 GB/s
937846374400 bytes (938 GB, 873 GiB) copied, 214 s, 4.4 GB/s
942225227776 bytes (942 GB, 878 GiB) copied, 215 s, 4.4 GB/s
946604081152 bytes (947 GB, 882 GiB) copied, 216 s, 4.4 GB/s
950999711744 bytes (951 GB, 886 GiB) copied, 217 s, 4.4 GB/s
955395342336 bytes (955 GB, 890 GiB) copied, 218 s, 4.4 GB/s
959757418496 bytes (960 GB, 894 GiB) copied, 219 s, 4.4 GB/s
964153049088 bytes (964 GB, 898 GiB) copied, 220 s, 4.4 GB/s
968548679680 bytes (969 GB, 902 GiB) copied, 221 s, 4.4 GB/s
972910755840 bytes (973 GB, 906 GiB) copied, 222 s, 4.4 GB/s
977306386432 bytes (977 GB, 910 GiB) copied, 223 s, 4.4 GB/s
981702017024 bytes (982 GB, 914 GiB) copied, 224 s, 4.4 GB/s
986080870400 bytes (986 GB, 918 GiB) copied, 225 s, 4.4 GB/s
990459723776 bytes (990 GB, 922 GiB) copied, 226 s, 4.4 GB/s
994855354368 bytes (995 GB, 927 GiB) copied, 227 s, 4.4 GB/s
999234207744 bytes (999 GB, 931 GiB) copied, 228 s, 4.4 GB/s
1003613061120 bytes (1.0 TB, 935 GiB) copied, 229 s, 4.4 GB/s
1008008691712 bytes (1.0 TB, 939 GiB) copied, 230 s, 4.4 GB/s
1012404322304 bytes (1.0 TB, 943 GiB) copied, 231 s, 4.4 GB/s
1016766398464 bytes (1.0 TB, 947 GiB) copied, 232 s, 4.4 GB/s
1021162029056 bytes (1.0 TB, 951 GiB) copied, 233 s, 4.4 GB/s
1025406664704 bytes (1.0 TB, 955 GiB) copied, 234 s, 4.4 GB/s
1029684854784 bytes (1.0 TB, 959 GiB) copied, 235 s, 4.4 GB/s
1034080485376 bytes (1.0 TB, 963 GiB) copied, 236 s, 4.4 GB/s
1038476115968 bytes (1.0 TB, 967 GiB) copied, 237 s, 4.4 GB/s
1042838192128 bytes (1.0 TB, 971 GiB) copied, 238 s, 4.4 GB/s
1047233822720 bytes (1.0 TB, 975 GiB) copied, 239 s, 4.4 GB/s
1051646230528 bytes (1.1 TB, 979 GiB) copied, 240 s, 4.4 GB/s
1056008306688 bytes (1.1 TB, 983 GiB) copied, 241 s, 4.4 GB/s
1060387160064 bytes (1.1 TB, 988 GiB) copied, 242 s, 4.4 GB/s
1064782790656 bytes (1.1 TB, 992 GiB) copied, 243 s, 4.4 GB/s
1069161644032 bytes (1.1 TB, 996 GiB) copied, 244 s, 4.4 GB/s
1073540497408 bytes (1.1 TB, 1000 GiB) copied, 245 s, 4.4 GB/s
1077936128000 bytes (1.1 TB, 1004 GiB) copied, 246 s, 4.4 GB/s
1082331758592 bytes (1.1 TB, 1008 GiB) copied, 247 s, 4.4 GB/s
1086693834752 bytes (1.1 TB, 1012 GiB) copied, 248 s, 4.4 GB/s
1091089465344 bytes (1.1 TB, 1016 GiB) copied, 249 s, 4.4 GB/s
1095501873152 bytes (1.1 TB, 1020 GiB) copied, 250 s, 4.4 GB/s1099494850560 bytes (1.1 TB, 1.0 TiB) copied, 250.92 s, 4.4 GB/s

65535+0 records in
65535+0 records out
1099494850560 bytes (1.1 TB, 1.0 TiB) copied, 250.92 s, 4.4 GB/s
