round,variant,workload,target,histogram,total_qps,op_qps,avg_us,p50_us,p95_us,p99_us,p999_us,p9999_us,max_us,count,failed,log_sha256,binary_sha256
2,candidate,A,100000,Intended-READ,99812.35277677965,49920.84880424802,416.4850853848968,354,447,1103,11207,60959,96191,2500735,0,6f13fa8148ea83a79ada139f05e6dd2ce6b9a93f5e94eedba849f4e87d1aeb35,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
2,candidate,A,100000,UPDATE,99812.35277677965,49891.50397253164,235.81484716506654,217,303,462,2845,5251,32863,2499265,0,6f13fa8148ea83a79ada139f05e6dd2ce6b9a93f5e94eedba849f4e87d1aeb35,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
2,candidate,A,100000,Intended-UPDATE,99812.35277677965,49891.50397253164,333.0732947486561,276,365,828,11983,62431,95807,2499265,0,6f13fa8148ea83a79ada139f05e6dd2ce6b9a93f5e94eedba849f4e87d1aeb35,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
2,candidate,A,0,READ,430329.6324984938,215128.66856011705,620.6550112418886,503,1120,3537,6279,27007,72959,2499580,0,2d10564ccd0b4d9d6428dcd290b9e4988a862bdc15bf2f6fe19e232c978ec3fd,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
2,candidate,A,0,Intended-READ,430329.6324984938,215128.66856011705,620.7001168196257,503,1120,3537,6279,27007,72959,2499580,0,2d10564ccd0b4d9d6428dcd290b9e4988a862bdc15bf2f6fe19e232c978ec3fd,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
2,candidate,A,0,UPDATE,430329.6324984938,215200.9639383768,479.47975140176453,380,864,2885,5603,32351,71487,2500420,0,2d10564ccd0b4d9d6428dcd290b9e4988a862bdc15bf2f6fe19e232c978ec3fd,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
2,candidate,A,0,Intended-UPDATE,430329.6324984938,215200.9639383768,479.5197946744947,380,864,2885,5603,32351,71487,2500420,0,2d10564ccd0b4d9d6428dcd290b9e4988a862bdc15bf2f6fe19e232c978ec3fd,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
3,baseline,C,100000,READ,99790.44007584073,99790.44007584073,310.6035662,296,409,481,645,1769,17935,5000000,0,e03f4dd6c6abc87e4e1c580470da8884b472a486cc5c75298b3d564647e8b76b,8ded8812356d872eabb05bcd0ff828dcf8185771c50ef1d3b566d5d48403ab1d
3,baseline,C,100000,Intended-READ,99790.44007584073,99790.44007584073,384.6123274,355,470,552,1695,36127,57215,5000000,0,e03f4dd6c6abc87e4e1c580470da8884b472a486cc5c75298b3d564647e8b76b,8ded8812356d872eabb05bcd0ff828dcf8185771c50ef1d3b566d5d48403ab1d
3,baseline,C,0,READ,486760.1246105919,486760.1246105919,468.2126588,446,624,827,3211,8455,32319,5000000,0,5a0a614297eced6cdaf7259f55cd40cf91ec7a469f6bb33ff15e792b464527ad,8ded8812356d872eabb05bcd0ff828dcf8185771c50ef1d3b566d5d48403ab1d
3,baseline,C,0,Intended-READ,486760.1246105919,486760.1246105919,468.2489864,447,624,827,3211,8455,32319,5000000,0,5a0a614297eced6cdaf7259f55cd40cf91ec7a469f6bb33ff15e792b464527ad,8ded8812356d872eabb05bcd0ff828dcf8185771c50ef1d3b566d5d48403ab1d
3,baseline,A,100000,READ,99788.44848920288,49867.72043268271,318.61729950949945,294,385,673,4013,7579,10775,2498672,0,fde7390c5304f9374da70b4e9a1ad6a12b1a6b9bab4a8eb8e5c2b924b5020893,8ded8812356d872eabb05bcd0ff828dcf8185771c50ef1d3b566d5d48403ab1d
3,baseline,A,100000,Intended-READ,99788.44848920288,49867.72043268271,414.410193894997,353,448,1116,8415,60127,90431,2498672,0,fde7390c5304f9374da70b4e9a1ad6a12b1a6b9bab4a8eb8e5c2b924b5020893,8ded8812356d872eabb05bcd0ff828dcf8185771c50ef1d3b566d5d48403ab1d
3,baseline,A,100000,UPDATE,99788.44848920288,49920.72805652018,236.14032106145217,216,305,476,2989,4711,17439,2501328,0,fde7390c5304f9374da70b4e9a1ad6a12b1a6b9bab4a8eb8e5c2b924b5020893,8ded8812356d872eabb05bcd0ff828dcf8185771c50ef1d3b566d5d48403ab1d
3,baseline,A,100000,Intended-UPDATE,99788.44848920288,49920.72805652018,334.5197702980177,275,367,888,9567,61855,92671,2501328,0,fde7390c5304f9374da70b4e9a1ad6a12b1a6b9bab4a8eb8e5c2b924b5020893,8ded8812356d872eabb05bcd0ff828dcf8185771c50ef1d3b566d5d48403ab1d
3,baseline,A,0,READ,441462.12254988524,220530.37259403142,598.7159741637097,500,932,3439,6259,13719,51391,2497727,0,174629d6799f42970efd076ad781c743869114c5487fcb0e994798cea654b907,8ded8812356d872eabb05bcd0ff828dcf8185771c50ef1d3b566d5d48403ab1d
3,baseline,A,0,Intended-READ,441462.12254988524,220530.37259403142,598.7528000458017,500,932,3439,6259,13719,51391,2497727,0,174629d6799f42970efd076ad781c743869114c5487fcb0e994798cea654b907,8ded8812356d872eabb05bcd0ff828dcf8185771c50ef1d3b566d5d48403ab1d
3,baseline,A,0,UPDATE,441462.12254988524,220931.7499558538,448.57159590500316,377,704,2413,5303,14279,47135,2502273,0,174629d6799f42970efd076ad781c743869114c5487fcb0e994798cea654b907,8ded8812356d872eabb05bcd0ff828dcf8185771c50ef1d3b566d5d48403ab1d
3,baseline,A,0,Intended-UPDATE,441462.12254988524,220931.7499558538,448.6078681262996,377,704,2413,5303,14279,47135,2502273,0,174629d6799f42970efd076ad781c743869114c5487fcb0e994798cea654b907,8ded8812356d872eabb05bcd0ff828dcf8185771c50ef1d3b566d5d48403ab1d
3,candidate,C,100000,READ,99774.50960828527,99774.50960828527,315.8561592,301,412,477,704,1709,24159,5000000,0,3602db1009d8ada1f6d0e653ccb9c544a8c287cbd36b2932c4e939ddfe08f601,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
3,candidate,C,100000,Intended-READ,99774.50960828527,99774.50960828527,393.5588386,360,473,546,1573,48127,76287,5000000,0,3602db1009d8ada1f6d0e653ccb9c544a8c287cbd36b2932c4e939ddfe08f601,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
3,candidate,C,0,READ,472143.5316336166,472143.5316336166,487.4769982,449,683,1252,3861,15807,85503,5000000,0,6897f98f46bbeeea422c49b0dbda769e85d3883a722a884f7fce01fb55f6c44c,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
3,candidate,C,0,Intended-READ,472143.5316336166,472143.5316336166,487.5124274,449,683,1252,3861,15807,85503,5000000,0,6897f98f46bbeeea422c49b0dbda769e85d3883a722a884f7fce01fb55f6c44c,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
3,candidate,A,100000,READ,99818.3306382384,49897.42668343615,318.2396703704711,296,387,596,3769,7583,11999,2499412,0,da86b2fb81025ea2a674c9b9cce51022199ccf5012b482ab4380f6604adcd28c,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
3,candidate,A,100000,Intended-READ,99818.3306382384,49897.42668343615,398.6617388409754,355,450,1013,5647,56223,97023,2499412,0,da86b2fb81025ea2a674c9b9cce51022199ccf5012b482ab4380f6604adcd28c,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
3,candidate,A,100000,UPDATE,99818.3306382384,49920.90395480226,234.22712418039276,217,306,427,2427,4163,26767,2500588,0,da86b2fb81025ea2a674c9b9cce51022199ccf5012b482ab4380f6604adcd28c,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
3,candidate,A,100000,Intended-UPDATE,99818.3306382384,49920.90395480226,315.9567013838345,277,369,734,3941,57695,95231,2500588,0,da86b2fb81025ea2a674c9b9cce51022199ccf5012b482ab4380f6604adcd28c,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
3,candidate,A,0,READ,444483.95412925596,222256.02275757844,595.2089815923633,496,920,3441,6155,14271,82239,2500158,0,1916ff9f0a250dd659ffd36dbdb84a2800f0b0c59cc1dd72264cef85a32eed8e,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
3,candidate,A,0,Intended-READ,444483.95412925596,222256.02275757844,595.2457960656886,496,920,3441,6155,14271,82239,2500158,0,1916ff9f0a250dd659ffd36dbdb84a2800f0b0c59cc1dd72264cef85a32eed8e,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
3,candidate,A,0,UPDATE,444483.95412925596,222227.9313716775,450.1771959987871,373,698,2585,5239,15447,88127,2499842,0,1916ff9f0a250dd659ffd36dbdb84a2800f0b0c59cc1dd72264cef85a32eed8e,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
3,candidate,A,0,Intended-UPDATE,444483.95412925596,222227.9313716775,450.21431914497,373,698,2585,5239,15447,88127,2499842,0,1916ff9f0a250dd659ffd36dbdb84a2800f0b0c59cc1dd72264cef85a32eed8e,e41c8c9259b6b036a69369dcc58f280d43128852eac1477639304cc00089bf65
