# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 27K of event 'cpu-clock:u'
# Event count (approx.): 272898987170
#
# Children|    Self|Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |IPC   [IPC Coverage]
 0.68%  | 0.40%  |[.] keylane::(anonymous namespace)::WriteOrBatchReply(keylane::(anonymous namespace)::WriteOrBatchReply(celer::TcpStream&, std::basic_string_view<char, std::char_traits<char> >, bool, keylane::(anonymous namespace)::PendingReplyBatch*, keylane::ReadLatencyTrace, keylane::SetLatencyTrace)::_ZN7keylane12_GLOBAL__N_117WriteOrBatchReplyERN5celer9TcpStreamESt17basic_string_viewIcSt11char_traitsIcEEbPNS0_17PendingReplyBatchENS_16ReadLatencyTraceENS_15SetLatencyTraceE.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |-      -            
 0.66%  | 0.66%  |[.] std::basic_string_view<char, std::char_traits<char> >& std::vector<std::basic_string_view<char, std::char_traits<char> >, std::allocator<std::basic_string_view<char, std::char_traits<char> > > >::emplace_back<std::basic_string_view<char, std::char_traits<char> > >(std::basic_string_view<char, std::char_traits<char> >&&) [clone .isra.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |-      -            
 0.65%  | 0.27%  |[.] celer::SubmitTaskAwaiter<keylane::ExecuteCommandBody(keylane::CommandRequest const&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*, keylane::(anonymous namespace)::ReplicationTransactionOrderGuard*, std::optional<bool>)::{lambda()#2}>::Run(celer::SubmitTaskAwaiter<keylane::ExecuteCommandBody(keylane::CommandRequest const&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*, keylane::(anonymous namespace)::ReplicationTransactionOrderGuard*, std::optional<bool>)::{lambda()#2}>::Run()::_ZN5celer17SubmitTaskAwaiterIZN7keylane18ExecuteCommandBodyERKNS1_14CommandRequestERNS1_12ReplyBuilderEmPNS1_17ConnectionContextEPNS1_12_GLOBAL__N_132ReplicationTransactionOrderGuardESt8optionalIbEEUlvE0_E3RunEv.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |-      -            
 0.64%  | 0.32%  |[.] celer::TcpStream::WriteAll(celer::TcpStream::WriteAll(std::span<std::byte const, 18446744073709551615ul>)::_ZN5celer9TcpStream8WriteAllESt4spanIKSt4byteLm18446744073709551615EE.Frame*) [clone .actor]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |-      -            
 0.63%  | 0.26%  |[.] celer::SubmitTaskAwaiter<keylane::(anonymous namespace)::ExecuteCommandOnOwner(unsigned int, keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)::{lambda()#1}>::Run(celer::SubmitTaskAwaiter<keylane::(anonymous namespace)::ExecuteCommandOnOwner(unsigned int, keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)::{lambda()#1}>::Run()::_ZN5celer17SubmitTaskAwaiterIZN7keylane12_GLOBAL__N_121ExecuteCommandOnOwnerEjRNS1_14CommandRequestERNS1_12ReplyBuilderEmPNS1_17ConnectionContextEEUlvE_E3RunEv.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |-      -            
 0.62%  | 0.41%  |[.] celer::TcpStream::WriteSome(celer::TcpStream::WriteSome(std::span<std::byte const, 18446744073709551615ul>)::_ZN5celer9TcpStream9WriteSomeESt4spanIKSt4byteLm18446744073709551615EE.Frame*) [clone .actor]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |-      -            
 0.62%  | 0.62%  |[.] io_uring_submit_and_get_events                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |-      -            
 0.59%  | 0.30%  |[.] celer::IoUringBackend::DispatchCqe(io_uring_cqe*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |-      -            
 0.56%  | 0.47%  |[.] _mi_malloc_generic                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |-      -            
 0.53%  | 0.53%  |[.] celer::PostReply(celer::CrossCore*, unsigned short, celer::RemoteWork*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |-      -            
 0.52%  | 0.00%  |[.] __GI___clock_gettime (inlined)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |-      -            
 0.52%  | 0.10%  |[.] keylane::(anonymous namespace)::ExecuteCommandOnOwner(unsigned int, keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)::{lambda()#1}::operator()(keylane::(anonymous namespace)::ExecuteCommandOnOwner(unsigned int, keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)::{lambda()#1}::operator()() const::_ZZN7keylane12_GLOBAL__N_121ExecuteCommandOnOwnerEjRNS_14CommandRequestERNS_12ReplyBuilderEmPNS_17ConnectionContextEENKUlvE_clEv.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |-      -            
 0.51%  | 0.51%  |[.] __memset_avx512_unaligned_erms                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |-      -            
 0.50%  | 0.17%  |[.] keylane::storage::EncodeRecordHeader(keylane::storage::RecordHeader const&, std::basic_string_view<char, std::char_traits<char> >, std::span<std::byte, 18446744073709551615ul>)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |-      -            
 0.50%  | 0.50%  |[.] celer::PostRequest(celer::CrossCore*, unsigned int, celer::RemoteWork*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |-      -            
 0.49%  | 0.49%  |[.] keylane::storage::HashValueReader::Next()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |-      -            
 0.48%  | 0.09%  |[.] keylane::storage::ComputeDigest(std::basic_string_view<char, std::char_traits<char> >)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |-      -            
 0.47%  | 0.25%  |[.] keylane::(anonymous namespace)::ExecuteAdmittedCommand(keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |-      -            
 0.45%  | 0.45%  |[.] std::enable_if<std::__or_<std::__or_<std::is_same<std::remove_cv<long>::type, signed char>, std::is_same<std::remove_cv<long>::type, short>, std::is_same<std::remove_cv<long>::type, int>, std::is_same<std::remove_cv<long>::type, long>, std::is_same<std::remove_cv<long>::type, long long> >, std::__or_<std::is_same<std::remove_cv<long>::type, unsigned char>, std::is_same<std::remove_cv<long>::type, unsigned short>, std::is_same<std::remove_cv<long>::type, unsigned int>, std::is_same<std::remove_cv<long>::type, unsigned long>, std::is_same<std::remove_cv<long>::type, unsigned long long> >, std::is_same<char, std::remove_cv<long>::type> >::value, std::from_chars_result>::type std::from_chars<long>(char const*, char const*, long&, int) [clone .constprop.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |-      -            
 0.43%  | 0.35%  |[.] celer::Worker::Enqueue(std::__n4861::coroutine_handle<void>, bool) [clone .constprop.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |-      -            
 0.40%  | 0.40%  |[.] celer::Worker::ForgetScheduling(std::__n4861::coroutine_handle<void>)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |-      -            
 0.40%  | 0.40%  |[.] keylane::storage::(anonymous namespace)::SipHash12(std::basic_string_view<char, std::char_traits<char> >, std::array<unsigned char, 16ul> const&) [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |-      -            
 0.38%  | 0.13%  |[.] auto keylane::storage::(anonymous namespace)::PrepareReplacementHash(keylane::storage::HashOperation const&, keylane::storage::HashValue&, std::optional<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)::{lambda(auto:1, auto:2)#1}::operator()<unsigned long, unsigned long>(unsigned long, unsigned long) const [clone .isra.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |-      -            
 0.37%  | 0.12%  |[.] absl::lts_20250512::internal_statusor::StatusOrData<keylane::storage::HashResult>::~StatusOrData() [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |-      -            
 0.35%  | 0.35%  |[.] keylane::CommandReply::CommandReply(keylane::CommandReply&&) [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |-      -            
 0.35%  | 0.06%  |[.] keylane::storage::StorageEngine::Impl::MarkRecordDeadLocal(unsigned int, keylane::storage::RetiredRecord const&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |-      -            
 0.34%  | 0.34%  |[.] keylane::storage::StorageEngine::Impl::FindBlockState(keylane::storage::StorageEngine::Impl::WorkerStore&, unsigned long)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |-      -            
 0.34%  | 0.33%  |[.] keylane::storage::StorageEngine::Impl::CanPrepareCompactWriteUnlocked(keylane::storage::StorageEngine::Impl::WorkerStore const&, keylane::storage::StorageEngine::Impl::WorkerStore::PartitionStore const&, keylane::storage::ScanHashMap<keylane::storage::RecordLocation, 32u, keylane::storage::RecordIndexEntryPolicy>::Entry const*, keylane::storage::RecordLocation const&, keylane::storage::TxShardWrites const*) const [clone .isra.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |-      -            
 0.34%  | 0.29%  |[.] keylane::tx::TxShard::Guard::Reset()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |-      -            
 0.33%  | 0.20%  |[.] keylane::storage::StorageEngine::Impl::DefragRecordCheckpoint(keylane::storage::StorageEngine::Impl::DefragRecordCheckpoint(keylane::storage::StorageEngine::Impl::WorkerStore&)::_ZN7keylane7storage13StorageEngine4Impl22DefragRecordCheckpointERNS2_11WorkerStoreE.Frame*) [clone .actor]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |-      -            
 0.33%  | 0.01%  |[.] keylane::storage::StorageEngine::OwnerForKey(std::basic_string_view<char, std::char_traits<char> >) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |-      -            
 0.32%  | 0.19%  |[.] keylane::storage::StorageEngine::Impl::ExecuteHashLikeLocked(unsigned char, std::basic_string_view<char, std::char_traits<char> >, keylane::storage::Digest const&, keylane::storage::HashOperation const&, keylane::storage::ValueType, keylane::storage::TxShardWrites*, keylane::storage::ReplicationCommandAppend*, keylane::storage::MutationPrecondition const*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |-      -            
 0.32%  | 0.32%  |[.] celer::detail::CoroutineFramePool::Release(void*) [clone .constprop.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |-      -            
 0.31%  | 0.30%  |[.] keylane::ReplyBuilder::AppendSimpleString(std::basic_string_view<char, std::char_traits<char> >)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |-      -            
 0.31%  | 0.08%  |[.] keylane::ReplyBuilder::AppendArrayHeader(unsigned long)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |-      -            
 0.31%  | 0.16%  |[.] keylane::(anonymous namespace)::ReadCommandBatch(celer::TcpStream&, keylane::(anonymous namespace)::RequestInputBuffer*, keylane::RespCommandParser*, keylane::(anonymous namespace)::CommandBatch*, keylane::ClientBufferReservation*, std::atomic<unsigned long> const*, unsigned long*, std::optional<absl::lts_20250512::Status>*) [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |-      -            
 0.31%  | 0.06%  |[.] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::reserve(unsigned long)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |-      -            
 0.30%  | 0.00%  |[.] keylane::storage::StorageEngine::Impl::MarkRetiredRecordsDead(keylane::storage::StorageEngine::Impl::MarkRetiredRecordsDead(keylane::storage::StorageEngine::Impl::WorkerStore*, std::vector<keylane::storage::RetiredRecord, std::allocator<keylane::storage::RetiredRecord> >)::_ZN7keylane7storage13StorageEngine4Impl22MarkRetiredRecordsDeadEPNS2_11WorkerStoreESt6vectorINS0_13RetiredRecordESaIS6_EE.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |-      -            


#
# (Cannot load tips.txt file, please install perf!)
#
