# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 37K of event 'cpu-clock:u'
# Event count (approx.): 374595955850
#
# Children|    Self|Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |IPC   [IPC Coverage]
 0.95%  | 0.95%  |[.] keylane::storage::(anonymous namespace)::SipHash12(std::basic_string_view<char, std::char_traits<char> >, std::array<unsigned char, 16ul> const&) [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |-      -            
 0.91%  | 0.05%  |[.] celer::Task<absl::lts_20250512::Status>::~Task() [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |-      -            
 0.84%  | 0.79%  |[.] keylane::storage::StorageEngine::Impl::ValidateCompactWriteSnapshot(keylane::storage::StorageEngine::Impl::WorkerStore const&, keylane::storage::StorageEngine::Impl::WorkerStore::PartitionStore const&, unsigned char, std::basic_string_view<char, std::char_traits<char> >, keylane::storage::Digest const&, keylane::storage::RecordLocation const&, keylane::storage::CompactWriteSnapshot const&) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |-      -            
 0.80%  | 0.32%  |[.] keylane::(anonymous namespace)::PushArgument(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |-      -            
 0.74%  | 0.42%  |[.] keylane::storage::StorageEngine::Impl::AppendLocked(keylane::storage::StorageEngine::Impl::AppendLocked(keylane::storage::StorageEngine::Impl::WorkerStore&, keylane::storage::StorageEngine::Impl::WorkerStore::PartitionStore&, unsigned char, std::basic_string_view<char, std::char_traits<char> >, keylane::storage::Digest const&, std::basic_string_view<char, std::char_traits<char> >, keylane::storage::RecordKind, keylane::storage::ValueType, unsigned long, keylane::storage::TxShardWrites*, unsigned long, std::unique_ptr<std::vector<keylane::storage::RetiredRecord, std::allocator<keylane::storage::RetiredRecord> >, std::default_delete<std::vector<keylane::storage::RetiredRecord, std::allocator<keylane::storage::RetiredRecord> > > >, unsigned long*, keylane::storage::ReplicationCommandAppend*, keylane::SetLatencyTrace*, bool, keylane::storage::TxUndoLog*, keylane::storage::MutationPrecondition const*, keylane::storage::StorageEngine::Impl::GroupMutationWrite*)::_ZN7keylane7storage13StorageEngine4Impl12AppendLockedERNS2_11WorkerStoreERNS3_14PartitionStoreEhSt17basic_string_viewIcSt11char_traitsIcEERKNS0_6DigestESA_NS0_10RecordKindENS0_9ValueTypeEmPNS0_13TxShardWritesEmSt10unique_ptrISt6vectorINS0_13RetiredRecordESaISK_EESt14default_deleteISM_EEPmPNS0_24ReplicationCommandAppendEPNS_15SetLatencyTraceEbPNS0_9TxUndoLogEPKNS0_20MutationPreconditionEPNS2_18GroupMutationWriteE.Frame*) [clone .actor] [clone .lto_priv.0]  |-      -            
 0.69%  | 0.01%  |[.] celer::Task<keylane::CommandReply>::~Task() [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |-      -            
 0.67%  | 0.21%  |[.] celer::ReadOperation::await_resume()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |-      -            
 0.66%  | 0.66%  |[.] keylane::(anonymous namespace)::AppendUnsigned(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, unsigned long) [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |-      -            
 0.65%  | 0.51%  |[.] _mi_malloc_generic                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |-      -            
 0.64%  | 0.64%  |[.] keylane::(anonymous namespace)::BuildParsedCommandRequest(keylane::RespCommand, unsigned char) [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |-      -            
 0.63%  | 0.11%  |[.] keylane::ExecuteCommand(keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |-      -            
 0.61%  | 0.61%  |[.] __memset_avx512_unaligned_erms                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |-      -            
 0.58%  | 0.58%  |[.] keylane::storage::HashValueReader::Next()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |-      -            
 0.57%  | 0.39%  |[.] keylane::(anonymous namespace)::WriteOrBatchReply(keylane::(anonymous namespace)::WriteOrBatchReply(celer::TcpStream&, std::basic_string_view<char, std::char_traits<char> >, bool, keylane::(anonymous namespace)::PendingReplyBatch*, keylane::ReadLatencyTrace, keylane::SetLatencyTrace)::_ZN7keylane12_GLOBAL__N_117WriteOrBatchReplyERN5celer9TcpStreamESt17basic_string_viewIcSt11char_traitsIcEEbPNS0_17PendingReplyBatchENS_16ReadLatencyTraceENS_15SetLatencyTraceE.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |-      -            
 0.57%  | 0.33%  |[.] celer::TcpStream::WriteSome(celer::TcpStream::WriteSome(std::span<std::byte const, 18446744073709551615ul>)::_ZN5celer9TcpStream9WriteSomeESt4spanIKSt4byteLm18446744073709551615EE.Frame*) [clone .actor]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |-      -            
 0.56%  | 0.22%  |[.] keylane::CommandRequest::~CommandRequest() [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |-      -            
 0.55%  | 0.20%  |[.] keylane::storage::EncodeRecordHeader(keylane::storage::RecordHeader const&, std::basic_string_view<char, std::char_traits<char> >, std::span<std::byte, 18446744073709551615ul>)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |-      -            
 0.54%  | 0.33%  |[.] celer::IoUringBackend::DispatchCqe(io_uring_cqe*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |-      -            
 0.54%  | 0.30%  |[.] keylane::storage::StorageEngine::Impl::DefragRecordCheckpoint(keylane::storage::StorageEngine::Impl::DefragRecordCheckpoint(keylane::storage::StorageEngine::Impl::WorkerStore&)::_ZN7keylane7storage13StorageEngine4Impl22DefragRecordCheckpointERNS2_11WorkerStoreE.Frame*) [clone .actor]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |-      -            
 0.54%  | 0.24%  |[.] celer::SubmitTaskAwaiter<keylane::(anonymous namespace)::ExecuteCommandOnOwner(unsigned int, keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)::{lambda()#1}>::Run(celer::SubmitTaskAwaiter<keylane::(anonymous namespace)::ExecuteCommandOnOwner(unsigned int, keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)::{lambda()#1}>::Run()::_ZN5celer17SubmitTaskAwaiterIZN7keylane12_GLOBAL__N_121ExecuteCommandOnOwnerEjRNS1_14CommandRequestERNS1_12ReplyBuilderEmPNS1_17ConnectionContextEEUlvE_E3RunEv.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |-      -            
 0.54%  | 0.24%  |[.] celer::SubmitTaskAwaiter<keylane::ExecuteCommandBody(keylane::CommandRequest const&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*, keylane::(anonymous namespace)::ReplicationTransactionOrderGuard*, std::optional<bool>)::{lambda()#2}>::Run(celer::SubmitTaskAwaiter<keylane::ExecuteCommandBody(keylane::CommandRequest const&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*, keylane::(anonymous namespace)::ReplicationTransactionOrderGuard*, std::optional<bool>)::{lambda()#2}>::Run()::_ZN5celer17SubmitTaskAwaiterIZN7keylane18ExecuteCommandBodyERKNS1_14CommandRequestERNS1_12ReplyBuilderEmPNS1_17ConnectionContextEPNS1_12_GLOBAL__N_132ReplicationTransactionOrderGuardESt8optionalIbEEUlvE0_E3RunEv.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |-      -            
 0.51%  | 0.18%  |[.] keylane::storage::EncodeHashValue[abi:cxx11](keylane::storage::HashValue const&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |-      -            
 0.49%  | 0.49%  |[.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [clone .isra.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |-      -            
 0.48%  | 0.48%  |[.] io_uring_submit_and_get_events                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |-      -            
 0.47%  | 0.24%  |[.] celer::TcpStream::WriteAll(celer::TcpStream::WriteAll(std::span<std::byte const, 18446744073709551615ul>)::_ZN5celer9TcpStream8WriteAllESt4spanIKSt4byteLm18446744073709551615EE.Frame*) [clone .actor]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |-      -            
 0.43%  | 0.33%  |[.] keylane::storage::StorageEngine::Impl::WriteRecordLocked(keylane::storage::StorageEngine::Impl::WorkerStore&, unsigned char, std::basic_string_view<char, std::char_traits<char> >, std::basic_string_view<char, std::char_traits<char> >, keylane::storage::RecordKind, keylane::storage::ValueType, unsigned long, keylane::storage::Digest const&, unsigned long, unsigned long, bool, bool, bool, bool, unsigned long, std::shared_ptr<std::vector<keylane::storage::ExtentRef, std::allocator<keylane::storage::ExtentRef> > const>, keylane::storage::RecordLocation*, keylane::storage::RelocationSource const*, keylane::storage::TxShardWrites*, std::unique_ptr<std::vector<keylane::storage::RetiredRecord, std::allocator<keylane::storage::RetiredRecord> >, std::default_delete<std::vector<keylane::storage::RetiredRecord, std::allocator<keylane::storage::RetiredRecord> > > >, keylane::SetLatencyTrace*, keylane::storage::StorageEngine::Impl::ExplicitWriteRoot const*, keylane::storage::TxUndoLog*, keylane::storage::StorageEngine::Impl::WorkerStore::PartitionStore*, keylane::storage::StorageEngine::Impl::GroupRecordWrite const*, bool, keylane::storage::MutationPrecondition const*)                                                                                                                                                                                                                                                                  |-      -            
 0.42%  | 0.00%  |[.] __GI___clock_gettime (inlined)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |-      -            
 0.40%  | 0.40%  |[.] std::enable_if<std::__or_<std::__or_<std::is_same<std::remove_cv<long>::type, signed char>, std::is_same<std::remove_cv<long>::type, short>, std::is_same<std::remove_cv<long>::type, int>, std::is_same<std::remove_cv<long>::type, long>, std::is_same<std::remove_cv<long>::type, long long> >, std::__or_<std::is_same<std::remove_cv<long>::type, unsigned char>, std::is_same<std::remove_cv<long>::type, unsigned short>, std::is_same<std::remove_cv<long>::type, unsigned int>, std::is_same<std::remove_cv<long>::type, unsigned long>, std::is_same<std::remove_cv<long>::type, unsigned long long> >, std::is_same<char, std::remove_cv<long>::type> >::value, std::from_chars_result>::type std::from_chars<long>(char const*, char const*, long&, int) [clone .constprop.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |-      -            
 0.40%  | 0.40%  |[.] std::basic_string_view<char, std::char_traits<char> >& std::vector<std::basic_string_view<char, std::char_traits<char> >, std::allocator<std::basic_string_view<char, std::char_traits<char> > > >::emplace_back<std::basic_string_view<char, std::char_traits<char> > >(std::basic_string_view<char, std::char_traits<char> >&&) [clone .isra.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |-      -            
 0.39%  | 0.39%  |[.] celer::PostRequest(celer::CrossCore*, unsigned int, celer::RemoteWork*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |-      -            
 0.36%  | 0.36%  |[.] celer::PostReply(celer::CrossCore*, unsigned short, celer::RemoteWork*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |-      -            
 0.36%  | 0.31%  |[.] celer::Worker::Enqueue(std::__n4861::coroutine_handle<void>, bool) [clone .constprop.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |-      -            
 0.34%  | 0.34%  |[.] celer::Worker::ForgetScheduling(std::__n4861::coroutine_handle<void>)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |-      -            
 0.34%  | 0.10%  |[.] keylane::(anonymous namespace)::ExecuteCommandOnOwner(unsigned int, keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)::{lambda()#1}::operator()(keylane::(anonymous namespace)::ExecuteCommandOnOwner(unsigned int, keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)::{lambda()#1}::operator()() const::_ZZN7keylane12_GLOBAL__N_121ExecuteCommandOnOwnerEjRNS_14CommandRequestERNS_12ReplyBuilderEmPNS_17ConnectionContextEENKUlvE_clEv.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |-      -            
 0.34%  | 0.34%  |[.] __tls_init.lto_priv.0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |-      -            
 0.34%  | 0.28%  |[.] keylane::storage::RecordIdentity& std::vector<keylane::storage::RecordIdentity, std::allocator<keylane::storage::RecordIdentity> >::emplace_back<keylane::storage::RecordIdentity>(keylane::storage::RecordIdentity&&) [clone .isra.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |-      -            
 0.33%  | 0.19%  |[.] keylane::(anonymous namespace)::ExecuteAdmittedCommand(keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |-      -            
 0.32%  | 0.10%  |[.] keylane::storage::StorageEngine::Impl::MarkRecordDeadLocal(unsigned int, keylane::storage::RetiredRecord const&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |-      -            
 0.31%  | 0.31%  |[.] celer::detail::CoroutineFramePool::Release(void*) [clone .constprop.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |-      -            
 0.31%  | 0.02%  |[.] celer::Task<absl::lts_20250512::StatusOr<keylane::storage::StorageEngine::Impl::LoadedValue> >::~Task() [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |-      -            


#
# (Cannot load tips.txt file, please install perf!)
#
