# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 56K of event 'cpu-clock:u'
# Event count (approx.): 284105492125
#
# Children|    Self|Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |IPC   [IPC Coverage]
 0.82%  | 0.52%  |[.] celer::TcpStream::WriteSome(celer::TcpStream::WriteSome(std::span<std::byte const, 18446744073709551615ul>)::_ZN5celer9TcpStream9WriteSomeESt4spanIKSt4byteLm18446744073709551615EE.Frame*) [clone .actor]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |-      -            
 0.81%  | 0.13%  |[.] keylane::ExecuteCommand(keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |-      -            
 0.77%  | 0.77%  |[.] keylane::storage::HashValueReader::Next()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |-      -            
 0.75%  | 0.75%  |[.] keylane::storage::(anonymous namespace)::AppendU32(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned int) [clone .lto_priv.0] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |-      -            
 0.75%  | 0.34%  |[.] celer::SubmitTaskAwaiter<keylane::(anonymous namespace)::ExecuteCommandOnOwner(unsigned int, keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)::{lambda()#1}>::Run(celer::SubmitTaskAwaiter<keylane::(anonymous namespace)::ExecuteCommandOnOwner(unsigned int, keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)::{lambda()#1}>::Run()::_ZN5celer17SubmitTaskAwaiterIZN7keylane12_GLOBAL__N_121ExecuteCommandOnOwnerEjRNS1_14CommandRequestERNS1_12ReplyBuilderEmPNS1_17ConnectionContextEEUlvE_E3RunEv.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |-      -            
 0.73%  | 0.32%  |[.] celer::TcpStream::WriteAll(celer::TcpStream::WriteAll(std::span<std::byte const, 18446744073709551615ul>)::_ZN5celer9TcpStream8WriteAllESt4spanIKSt4byteLm18446744073709551615EE.Frame*) [clone .actor]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |-      -            
 0.71%  | 0.71%  |[.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >& std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [clone .isra.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |-      -            
 0.69%  | 0.45%  |[.] keylane::(anonymous namespace)::WriteOrBatchReply(keylane::(anonymous namespace)::WriteOrBatchReply(celer::TcpStream&, std::basic_string_view<char, std::char_traits<char> >, bool, keylane::(anonymous namespace)::PendingReplyBatch*, keylane::ReadLatencyTrace, keylane::SetLatencyTrace)::_ZN7keylane12_GLOBAL__N_117WriteOrBatchReplyERN5celer9TcpStreamESt17basic_string_viewIcSt11char_traitsIcEEbPNS0_17PendingReplyBatchENS_16ReadLatencyTraceENS_15SetLatencyTraceE.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |-      -            
 0.68%  | 0.37%  |[.] celer::IoUringBackend::DispatchCqe(io_uring_cqe*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |-      -            
 0.67%  | 0.53%  |[.] celer::Worker::Enqueue(std::__n4861::coroutine_handle<void>, bool) [clone .constprop.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |-      -            
 0.67%  | 0.22%  |[.] keylane::CommandRequest::~CommandRequest() [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |-      -            
 0.65%  | 0.28%  |[.] celer::SubmitTaskAwaiter<keylane::ExecuteCommandBody(keylane::CommandRequest const&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*, keylane::(anonymous namespace)::ReplicationTransactionOrderGuard*, std::optional<bool>)::{lambda()#2}>::Run(celer::SubmitTaskAwaiter<keylane::ExecuteCommandBody(keylane::CommandRequest const&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*, keylane::(anonymous namespace)::ReplicationTransactionOrderGuard*, std::optional<bool>)::{lambda()#2}>::Run()::_ZN5celer17SubmitTaskAwaiterIZN7keylane18ExecuteCommandBodyERKNS1_14CommandRequestERNS1_12ReplyBuilderEmPNS1_17ConnectionContextEPNS1_12_GLOBAL__N_132ReplicationTransactionOrderGuardESt8optionalIbEEUlvE0_E3RunEv.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |-      -            
 0.64%  | 0.64%  |[.] keylane::storage::StorageEngine::Impl::MaterializeIndexLocation(keylane::storage::ScanHashMap<keylane::storage::RecordLocation, 32u, keylane::storage::RecordIndexEntryPolicy>::Entry const&) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |-      -            
 0.59%  | 0.59%  |[.] io_uring_submit_and_get_events                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |-      -            
 0.58%  | 0.58%  |[.] std::basic_string_view<char, std::char_traits<char> >& std::vector<std::basic_string_view<char, std::char_traits<char> >, std::allocator<std::basic_string_view<char, std::char_traits<char> > > >::emplace_back<std::basic_string_view<char, std::char_traits<char> > >(std::basic_string_view<char, std::char_traits<char> >&&) [clone .isra.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      |-      -            
 0.57%  | 0.05%  |[.] std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::reserve(unsigned long)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |-      -            
 0.55%  | 0.16%  |[.] keylane::(anonymous namespace)::ExecuteCommandOnOwner(unsigned int, keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)::{lambda()#1}::operator()(keylane::(anonymous namespace)::ExecuteCommandOnOwner(unsigned int, keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)::{lambda()#1}::operator()() const::_ZZN7keylane12_GLOBAL__N_121ExecuteCommandOnOwnerEjRNS_14CommandRequestERNS_12ReplyBuilderEmPNS_17ConnectionContextEENKUlvE_clEv.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |-      -            
 0.55%  | 0.00%  |[.] __GI___clock_gettime (inlined)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |-      -            
 0.54%  | 0.54%  |[.] std::enable_if<std::__or_<std::__or_<std::is_same<std::remove_cv<long>::type, signed char>, std::is_same<std::remove_cv<long>::type, short>, std::is_same<std::remove_cv<long>::type, int>, std::is_same<std::remove_cv<long>::type, long>, std::is_same<std::remove_cv<long>::type, long long> >, std::__or_<std::is_same<std::remove_cv<long>::type, unsigned char>, std::is_same<std::remove_cv<long>::type, unsigned short>, std::is_same<std::remove_cv<long>::type, unsigned int>, std::is_same<std::remove_cv<long>::type, unsigned long>, std::is_same<std::remove_cv<long>::type, unsigned long long> >, std::is_same<char, std::remove_cv<long>::type> >::value, std::from_chars_result>::type std::from_chars<long>(char const*, char const*, long&, int) [clone .constprop.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |-      -            
 0.52%  | 0.27%  |[.] keylane::(anonymous namespace)::ExecuteAdmittedCommand(keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |-      -            
 0.50%  | 0.50%  |[.] celer::PostReply(celer::CrossCore*, unsigned short, celer::RemoteWork*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |-      -            
 0.49%  | 0.49%  |[.] celer::PostRequest(celer::CrossCore*, unsigned int, celer::RemoteWork*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                |-      -            
 0.46%  | 0.13%  |[.] absl::lts_20250512::internal_statusor::StatusOrData<keylane::storage::HashResult>::~StatusOrData() [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |-      -            
 0.45%  | 0.02%  |[.] celer::Task<absl::lts_20250512::Status>::~Task() [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |-      -            
 0.44%  | 0.36%  |[.] _mi_malloc_generic                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |-      -            
 0.42%  | 0.16%  |[.] keylane::ExecuteCommandBody(keylane::CommandRequest const&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*, keylane::(anonymous namespace)::ReplicationTransactionOrderGuard*, std::optional<bool>)::{lambda()#2}::operator()(keylane::ExecuteCommandBody(keylane::CommandRequest const&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*, keylane::(anonymous namespace)::ReplicationTransactionOrderGuard*, std::optional<bool>)::{lambda()#2}::operator()() const::_ZZN7keylane18ExecuteCommandBodyERKNS_14CommandRequestERNS_12ReplyBuilderEmPNS_17ConnectionContextEPNS_12_GLOBAL__N_132ReplicationTransactionOrderGuardESt8optionalIbEENKUlvE0_clEv.Frame*) [clone .actor] [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |-      -            
 0.42%  | 0.42%  |[.] keylane::storage::HashEntry& std::vector<keylane::storage::HashEntry, std::allocator<keylane::storage::HashEntry> >::emplace_back<keylane::storage::HashEntry>(keylane::storage::HashEntry&&) [clone .isra.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          |-      -            
 0.38%  | 0.03%  |[.] keylane::storage::StorageEngine::OwnerForKey(std::basic_string_view<char, std::char_traits<char> >) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |-      -            
 0.37%  | 0.03%  |[.] celer::Task<absl::lts_20250512::StatusOr<keylane::storage::StorageEngine::Impl::LoadedValue> >::~Task() [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |-      -            
 0.37%  | 0.34%  |[.] keylane::storage::StorageEngine::Impl::CanPrepareCompactWriteUnlocked(keylane::storage::StorageEngine::Impl::WorkerStore const&, keylane::storage::StorageEngine::Impl::WorkerStore::PartitionStore const&, keylane::storage::ScanHashMap<keylane::storage::RecordLocation, 32u, keylane::storage::RecordIndexEntryPolicy>::Entry const*, keylane::storage::RecordLocation const&, keylane::storage::TxShardWrites const*) const [clone .isra.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |-      -            
 0.36%  | 0.30%  |[.] keylane::(anonymous namespace)::ExecuteCommandOnOwner(keylane::(anonymous namespace)::ExecuteCommandOnOwner(unsigned int, keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)::_ZN7keylane12_GLOBAL__N_121ExecuteCommandOnOwnerEjRNS_14CommandRequestERNS_12ReplyBuilderEmPNS_17ConnectionContextE.Frame*) [clone .actor]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |-      -            
 0.36%  | 0.36%  |[.] __tls_init.lto_priv.0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  |-      -            
 0.35%  | 0.35%  |[.] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |-      -            
 0.34%  | 0.27%  |[.] keylane::tx::TxShard::Guard::Reset()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |-      -            
 0.32%  | 0.23%  |[.] keylane::storage::StorageEngine::Impl::ExecuteHashLikeLocked(unsigned char, std::basic_string_view<char, std::char_traits<char> >, keylane::storage::Digest const&, keylane::storage::HashOperation const&, keylane::storage::ValueType, keylane::storage::TxShardWrites*, keylane::storage::ReplicationCommandAppend*, keylane::storage::MutationPrecondition const*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |-      -            
 0.32%  | 0.18%  |[.] keylane::storage::StorageEngine::Impl::LoadValue(keylane::storage::StorageEngine::Impl::WorkerStore&, keylane::storage::StorageEngine::Impl::WorkerStore::PartitionStore&, unsigned char, std::basic_string_view<char, std::char_traits<char> >, keylane::storage::Digest const&, keylane::storage::RecordLocation, std::shared_ptr<std::vector<keylane::storage::ExtentRef, std::allocator<keylane::storage::ExtentRef> > const>, keylane::ReadLatencyTrace*, std::shared_ptr<keylane::storage::GroupedHashObject const>)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |-      -            
 0.32%  | 0.26%  |[.] keylane::tx::TxShard::TryFastPath(std::span<keylane::tx::KeyRef const, 18446744073709551615ul>)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |-      -            
 0.32%  | 0.15%  |[.] celer::SubmitTaskAwaiter<keylane::(anonymous namespace)::ExecuteCommandOnOwner(unsigned int, keylane::CommandRequest&, keylane::ReplyBuilder&, unsigned long, keylane::ConnectionContext*)::{lambda()#1}>::Start(celer::RemoteWork*) [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |-      -            
 0.31%  | 0.31%  |[.] celer::detail::CoroutineFramePool::Release(void*) [clone .constprop.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |-      -            
 0.31%  | 0.31%  |[.] keylane::CommandReply::CommandReply(keylane::CommandReply&&) [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |-      -            
 0.31%  | 0.31%  |[.] keylane::CommandReply::~CommandReply() [clone .lto_priv.0]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |-      -            
 0.31%  | 0.31%  |[.] keylane::storage::RegisteredBufferPool::AcquireReadAwaiter::await_resume()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             |-      -            


#
# (Cannot load tips.txt file, please install perf!)
#
